id,parco,nome,superficie,provvedimento,comuni,elencoufficiale,altreinformazioni,indirizzo,gestore,provincie,email
399,Palù Raier - Raier Moos,Biotopo Palù Raier - Raier Moos,10,DPGP 185 31101986,Naz Sciaves,EUAP0422,www.parks.it/biotopo.palu.raier,"Palazzo 11, Via Renon 4 - 39100 Bolzano (BZ)","Provincia Autonoma di Bolzano - Alto Adige - Dipartimento all'urbanistica, ambiente ed energia - Ufficio parchi naturali",BZ,parchi.naturali.bolzano@provincia.bz.it
400,Palu' di Monte Rovere (IT3120088),Zona Speciale di Conservazione Palu' di Monte Rovere,16,null,"Caldonazzo, Lavarone",null,null,"via Guardini, 75 - 38121 Trento (TN)",Provincia Autonoma di Trento - Servizio Conservazione della Natura e Valorizzazione Ambientale,TN,reteareeprotette@provincia.tn.it
401,Biotopo Monte Covolo - Alpe di Nemes (IT3110020),Zona Speciale di Conservazione e Zona di Protezione Speciale Biotopo Monte Covolo - Alpe di Nemes,278,null,Sesto,null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
402,Roncosogno,Riserva Locale Roncosogno,"11.38",null,Tésero,null,www.parks.it/riserva.roncosogno,"c/o Comunità Territoriale della Val di Fiemme (soggetto responsabile) - Via Alberti, 4 - 38033 Cavalese (TN)",Rete di Riserve Fiemme-Destra Avisio,TN,info@comunitavaldifiemme.tn.it
403,Monte Brione,Riserva Naturale Monte Brione,66,DGP 16943 30/11/1992,"Arco, Riva del Garda",EUAP0494,www.parks.it/biotopo.monte.brione,Viale Dante 46 - 38079 Tione di Trento (TN),Consorzio dei Comuni del B.I.M. Sarca-Mincio-Garda (Ente capofila),TN,reteriserve@bimsarca.tn.it
404,Ultimo - Solda nel Parco Nazionale dello Stelvio (IT3110038),Sito d'Interesse Comunitario e Zona di Protezione Speciale Ultimo - Solda nel Parco Nazionale dello Stelvio,"27989.00",null,"Laces / Latsch, Lasa / Laas, Martello / Martell, Prato allo Stelvio / Prad am Stilfserjoch, Silandro / Schlanders, Stelvio / Stilfs, Ultimo / Ulten",null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
405,Parco Naturale Tre Cime (IT3110050),Zona Speciale di Conservazione e Zona di Protezione Speciale Parco Naturale Tre Cime,"11892.00",null,"Dobbiaco, San Candido, Sesto",null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
406,Sternbachmoos,VR - Biotopo Sternbachmoos,"0.84",DGP 922 18/03/2002,Brunico,null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
407,Biotopo Gisser Auen,RR Biotopo Gisser Auen,"13.9",DPGP 107 16/02/1982,Sarentino,EUAP0567,null,"Palazzo 11, Via Renon 4 - 39100 Bolzano (BZ)","Provincia Autonoma di Bolzano - Alto Adige - Dipartimento all'urbanistica, ambiente ed energia - Ufficio parchi naturali",BZ,parchi.naturali.bolzano@provincia.bz.it
408,Torbiere del Lavazé,Riserva naturale provinciale Torbiere del Lavazé,"20.61",null,Varena,null,www.parks.it/riserva.torbiere.lavaze,"c/o Comunità Territoriale della Val di Fiemme (soggetto responsabile) - Via Alberti, 4 - 38033 Cavalese (TN)",Rete di Riserve Fiemme-Destra Avisio,TN,info@comunitavaldifiemme.tn.it
409,Lago d'Ampola (IT3120076),Zona Speciale di Conservazione Lago d'Ampola,24,null,Ledro,null,www.parks.it/IT3120076,"c/o Comune di Ledro (Comune capofila) - Via Vittoria, 5 - 38067 Pieve di Ledro (TN)",Rete di Riserve Alpi Ledrensi,TN,comune@comune.ledro.tn.it
410,Blano B,Riserva Locale Blano B,"0.96",null,Tione di Trento,null,www.parks.it/riserva.blanoB,Viale Dante 46 - 38079 Tione di Trento (TN),Consorzio dei Comuni del B.I.M. Sarca-Mincio-Garda (Ente capofila),TN,reteriserve@bimsarca.tn.it
411,Melsbach Au,VR - Biotopo Melsbach Au,"1.55",DPGP 243 6/08/1990,Plaus,null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
412,Monte Covolo-Nemes - Seikofel-Nemes,Riserva Naturale Provinciale Monte Covolo-Nemes - Seikofel-Nemes,"277.59",DPGP 703 4/03/2002,Sesto,EUAP0568,www.parks.it/riserva.monte.covolo.alpe.nemes,"Palazzo 11, Via Renon 4 - 39100 Bolzano (BZ)","Provincia Autonoma di Bolzano - Alto Adige - Dipartimento all'urbanistica, ambiente ed energia - Ufficio parchi naturali",BZ,parchi.naturali.bolzano@provincia.bz.it
413,Huehnerspiel,VR - Biotopo Huehnerspiel,"143.69",DPGP 219 3/01/1989,Brennero,null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
414,Monte Baldo di Brentonico (IT3120173),Zona Speciale di Conservazione Monte Baldo di Brentonico,"2119.60",null,"Brentonico, Mori, Nago-Torbole",null,www.parks.it/IT3120173,"c/o Comune di Brentonico - Via Fabio Filzi, 35 - 38060 Brentonico (TN)",Parco Naturale Locale del Monte Baldo,TN,parcodelbaldo@comune.brentonico.tn.it
415,Palù di Borghetto,Biotopo Palù di Borghetto,"6.5",DPGP 13187 3/11/1989,Avio,EUAP0496,www.parks.it/biotopo.palu.borghetto,"via Guardini, 75 - 38121 Trento (TN)",Provincia Autonoma di Trento - Servizio Conservazione della Natura e Valorizzazione Ambientale,TN,reteareeprotette@provincia.tn.it
416,Laghetto Hyppolith - Hyppolith Weiher,VR - Biotopo Laghetto Hyppolith - Hyppolith Weiher,"2.57",DPGP 247 30/10/1990,Tesimo,null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
417,Pizè,VR - Biotopo Pizè,15,DGP 445 28/02/03,"Pergine Valsugana, Tenna",EUAP0715,null,"via Guardini, 75 - 38121 Trento (TN)",Provincia Autonoma di Trento - Servizio Conservazione della Natura e Valorizzazione Ambientale,TN,reteareeprotette@provincia.tn.it
418,Laghetto delle Regole (IT3120146),Zona Speciale di Conservazione Laghetto delle Regole,21,null,Castelfondo,null,null,"via Guardini, 75 - 38121 Trento (TN)",Provincia Autonoma di Trento - Servizio Conservazione della Natura e Valorizzazione Ambientale,TN,reteareeprotette@provincia.tn.it
419,Canneti di San Cristoforo (IT3120042),Zona Speciale di Conservazione Canneti di San Cristoforo,"9.39",null,Pergine Valsugana,null,null,"via Guardini, 75 - 38121 Trento (TN)",Provincia Autonoma di Trento - Servizio Conservazione della Natura e Valorizzazione Ambientale,TN,reteareeprotette@provincia.tn.it
420,Torbiera presso la Malga Poja - Moor bei der Pojeralm,VR - Biotopo Torbiera presso la Malga Poja - Moor bei der Pojeralm,"7.36",DPGP 212 29/09/1988,Campo Tures,null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
421,Lavini di Marco,Biotopo Lavini di Marco,38,DGP 16942 30/11/1992,Rovereto,EUAP0487,www.parks.it/biotopo.lavini.marco,"via Guardini, 75 - 38121 Trento (TN)",Provincia Autonoma di Trento - Servizio Conservazione della Natura e Valorizzazione Ambientale,TN,reteareeprotette@provincia.tn.it
422,Grotta Cesare Battisti (IT3120138),Zona Speciale di Conservazione Grotta Cesare Battisti,"0.45",null,Fai della Paganella,null,null,"via Guardini, 75 - 38121 Trento (TN)",Provincia Autonoma di Trento - Servizio Conservazione della Natura e Valorizzazione Ambientale,TN,reteareeprotette@provincia.tn.it
423,Reipertingermoos,VR - Biotopo Reipertingermoos,"3.51",DGP 922 18/03/2002,Brunico,null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
424,Biotopo Ontaneti di Postal - Burgstaller Auen,Biotopo Ontaneti di Postal - Burgstaller Auen,"5.89",DPGP 310 16/02/1994,Postal,EUAP0431,www.parks.it/biotopo.ontaneti.postal,"Palazzo 11, Via Renon 4 - 39100 Bolzano (BZ)","Provincia Autonoma di Bolzano - Alto Adige - Dipartimento all'urbanistica, ambiente ed energia - Ufficio parchi naturali",BZ,parchi.naturali.bolzano@provincia.bz.it
425,Palu' Longia (IT3120056),Zona Speciale di Conservazione Palu' Longia,10,null,Brez,null,null,"via Guardini, 75 - 38121 Trento (TN)",Provincia Autonoma di Trento - Servizio Conservazione della Natura e Valorizzazione Ambientale,TN,reteareeprotette@provincia.tn.it
426,Rete di Riserve della Val di Fassa,Rete di Riserve della Val di Fassa,,null,"Campitello di Fassa, Canazei, Mazzin, Moena, Pozza di Fassa, Soraga, Vigo di Fassa",null,www.parks.it/rete.riserve.val.fassa,"c/o Comune General de Fascia (Comune capofila) - Strada di Pré de gejia, 2 - 38036 Pozza di Fassa (TN)",Rete di Riserve della Val di Fassa,TN,reteriserve@comungeneraldefascia.tn.it
427,Saone,Riserva Locale Saone,"0.91",null,Tione di Trento,null,www.parks.it/riserva.saone,Viale Dante 46 - 38079 Tione di Trento (TN),Consorzio dei Comuni del B.I.M. Sarca-Mincio-Garda (Ente capofila),TN,reteriserve@bimsarca.tn.it
428,Monti Lessini Ovest (IT3120147),Zona Speciale di Conservazione Monti Lessini Ovest,"1025.00",null,Avio,null,null,"via Guardini, 75 - 38121 Trento (TN)",Provincia Autonoma di Trento - Servizio Conservazione della Natura e Valorizzazione Ambientale,TN,reteareeprotette@provincia.tn.it
429,Parco Locale del Monte Baldo,Parco Locale del Monte Baldo,"4650.00",null,"Ala, Avio, Brentonico, Mori, Nago-Torbole",null,www.parks.it/parco.locale.monte.baldo,"c/o Comune di Brentonico - Via Fabio Filzi, 35 - 38060 Brentonico (TN)",Parco Naturale Locale del Monte Baldo,TN,parcodelbaldo@comune.brentonico.tn.it
430,Schmiedenwiese,VR - Biotopo Schmiedenwiese,"1.71",DPGP 231 12/03/1990,Braies,null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
431,Sattelmoeser,VR - Biotopo Sattelmoeser,"55.47",DPGP 219 3/01/1989,Brennero,null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
432,Lago di Santa Colomba (IT3120102),Zona Speciale di Conservazione Lago di Santa Colomba,"5.7",null,"Albiano, Civezzano",null,null,"via Guardini, 75 - 38121 Trento (TN)",Provincia Autonoma di Trento - Servizio Conservazione della Natura e Valorizzazione Ambientale,TN,reteareeprotette@provincia.tn.it
433,Torbiera Wieser-Werfer - Wieser-Werfer Moor,VR - Biotopo Torbiera Wieser-Werfer - Wieser-Werfer Moor,"2.95",DPGP 282 17/06/1992,Predoi,null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
434,Gocciadoro (IT3120122),Zona Speciale di Conservazione Gocciadoro,27,null,Trento,null,null,"via Guardini, 75 - 38121 Trento (TN)",Provincia Autonoma di Trento - Servizio Conservazione della Natura e Valorizzazione Ambientale,TN,reteareeprotette@provincia.tn.it
435,Stagni della Vela - Soprasasso (IT3120051),Zona Speciale di Conservazione Stagni della Vela - Soprasasso,87,null,Trento,null,null,"c/o Servizio Urbanistica e Ambiente del Comune di Trento. Via Belenzani, 18 - 38122 Trento (TN)",Rete di Riserve Bondone,TN,reteriserve_bondone@comune.trento.it
436,Cavallo 1,Riserva Locale Cavallo 1,"0.77",null,Altavalle,null,www.parks.it/riserva.cavallo1,"c/o Comune di Altavalle - piazza Chiesa, 2 - 38092 Altavalle (TN)",Rete di Riserve Alta Valle di Cembra - Avisio,TN,protocollo@comune.altavalle.tn.it
437,Auenbachl,VR - Biotopo Auenbachl,"2.67",DPGP 922 18/03/2002,Brunico,null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
438,Biotopo Torbiera Wölfl (IT3110031),Zona Speciale di Conservazione e Zona di Protezione Speciale Biotopo Torbiera Wölfl,10,null,Nova Ponente,null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
439,Le Sole (IT3120154),Zona Speciale di Conservazione Le Sole,"10.16",null,Tione di Trento,null,www.parks.it/IT3120154,Viale Dante 46 - 38079 Tione di Trento (TN),Consorzio dei Comuni del B.I.M. Sarca-Mincio-Garda (Ente capofila),TN,reteriserve@bimsarca.tn.it
440,Ontaneto Palù di Ciardes - Auvegetation Tscharser Au,VR - Biotopo Ontaneto Palù di Ciardes - Auvegetation Tscharser Au,"1.53",DPGP 336 2/02/1995,Castelbello-Ciardes,null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
441,Bus del Diaol (IT3120137),Zona Speciale di Conservazione Bus del Diaol,"1.04",null,Arco,null,null,"via Guardini, 75 - 38121 Trento (TN)",Provincia Autonoma di Trento - Servizio Conservazione della Natura e Valorizzazione Ambientale,TN,reteareeprotette@provincia.tn.it
442,Fanes Sennes Braies / Fanes Sennes Prags,Parco Naturale Fanes - Sennes e Braies,"25680.00",DPGP 72 4/03/1980 - suc. mod.,"Badia, Braies, Dobbiaco, La Valle, Marebbe, Valdaora",EUAP0942,www.parks.it/parco.fanes.sennes.braies,"Palazzo 11, Via Renon 4 - 39100 Bolzano (BZ)","Provincia Autonoma di Bolzano - Alto Adige - Dipartimento all'urbanistica, ambiente ed energia - Ufficio parchi naturali",BZ,parchi.naturali.bolzano@provincia.bz.it
443,Rete di Riserve Fiemme-Destra Avisio,Rete di Riserve Fiemme-Destra Avisio,"4089.00",null,"Carano, Castello-Molina di Fiemme, Cavalese, Daiano, Moena, Panchià, Predazzo, Tésero, Varena, Vigo di Fassa, Ziano di Fiemme",null,www.parks.it/rete.riserve.fiemme.destra.avisio,"c/o Comunità Territoriale della Val di Fiemme (soggetto responsabile) - Via Alberti, 4 - 38033 Cavalese (TN)",Rete di Riserve Fiemme-Destra Avisio,TN,info@comunitavaldifiemme.tn.it
444,Bus Torba,Riserva Locale Bus Torba,"1.92",null,Varena,null,www.parks.it/riserva.bus.torba,"c/o Comunità Territoriale della Val di Fiemme (soggetto responsabile) - Via Alberti, 4 - 38033 Cavalese (TN)",Rete di Riserve Fiemme-Destra Avisio,TN,info@comunitavaldifiemme.tn.it
445,Monte Malachin (IT3120116),Zona Speciale di Conservazione Monte Malachin,169,null,Ton,null,null,"via Guardini, 75 - 38121 Trento (TN)",Provincia Autonoma di Trento - Servizio Conservazione della Natura e Valorizzazione Ambientale,TN,reteareeprotette@provincia.tn.it
446,Parco Naturale Monte Corno (IT3110036),Zona Speciale di Conservazione e Zona di Protezione Speciale Parco Naturale Monte Corno,"6848.00",null,"Egna, Montagna, Salorno, Trodena",null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
447,Biotopo Ontaneto di Oris - Eyrser Au,Biotopo Ontaneto di Oris - Eyrser Au,"46.36",DPGP 199 13/07/1987,Lasa / Laas,EUAP0510,www.parks.it/riserva.ontaneto.oris,"Palazzo 11, Via Renon 4 - 39100 Bolzano (BZ)","Provincia Autonoma di Bolzano - Alto Adige - Dipartimento all'urbanistica, ambiente ed energia - Ufficio parchi naturali",BZ,parchi.naturali.bolzano@provincia.bz.it
448,Paneveggio Pale di S.Martino,Parco Naturale Paneveggio - Pale di San Martino,"19100.00",LP 18 6/05/1988,"Canal San Bovo, Imer, Mezzano, Moena, Predazzo, Primiero San Martino di Castrozza, Sagron Mis",EUAP0232,www.parks.it/parco.paneveggio.pale.s.martino,"Villa Welsperg - via Castelpietra, 2 - Val Canali - 38054 Tonadico (TN)",Ente Parco Naturale Paneveggio - Pale di San Martino,TN,info@parcopan.org
449,Burrone di Ravina (IT3120105),Zona Speciale di Conservazione Burrone di Ravina,533,null,Trento,null,www.parks.it/IT3120105,"c/o Servizio Urbanistica e Ambiente del Comune di Trento. Via Belenzani, 18 - 38122 Trento (TN)",Rete di Riserve Bondone,TN,reteriserve_bondone@comune.trento.it
450,Torbiera Hofer - Hofermoos,VR - Biotopo Torbiera Hofer - Hofermoos,"1.83",DPGP 299 17/08/1993,Nova Ponente,null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
451,Lacines - Catena del Monteneve nel Parco Naturale Gruppo di Tessa (IT3110012),Zona Speciale di Conservazione e Zona di Protezione Speciale Lacines - Catena del Monteneve nel Parco Naturale Gruppo di Tessa,"8095.00",null,Moso in Passiria,null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
452,Vorbichl,VR - Biotopo Vorbichl,"2.55",DPGP 247 30/10/1990,Tesimo,null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
453,Casotte,Riserva Locale Casotte,"5.61",null,Villa Lagarina,null,www.parks.it/riserva.casotte,"c/o Servizio Urbanistica e Ambiente del Comune di Trento. Via Belenzani, 18 - 38122 Trento (TN)",Rete di Riserve Bondone,TN,reteriserve_bondone@comune.trento.it
454,Lago delle Buse (IT3120021),Zona Speciale di Conservazione Lago delle Buse,18,null,Castello-Molina di Fiemme,null,null,"via Guardini, 75 - 38121 Trento (TN)",Provincia Autonoma di Trento - Servizio Conservazione della Natura e Valorizzazione Ambientale,TN,reteareeprotette@provincia.tn.it
455,Gamberi Giessbach - Flusskrebsbiotop Giessbach,VR - Biotopo Gamberi Giessbach - Flusskrebsbiotop Giessbach,"0.39",DPGP 281 4/06/1992,Naturno,null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
456,Pasna,Riserva naturale locale Pasna,"1.9",null,Brentonico,null,www.parks.it/riserva.pasna,"c/o Comune di Brentonico - Via Fabio Filzi, 35 - 38060 Brentonico (TN)",Parco Naturale Locale del Monte Baldo,TN,parcodelbaldo@comune.brentonico.tn.it
457,Val dei Pignari,Riserva Locale Val dei Pignari,"1.21",null,Varena,null,www.parks.it/riserva.val.pignari,"c/o Comunità Territoriale della Val di Fiemme (soggetto responsabile) - Via Alberti, 4 - 38033 Cavalese (TN)",Rete di Riserve Fiemme-Destra Avisio,TN,info@comunitavaldifiemme.tn.it
458,Caiane,Riserva Locale Caiane,"0.48",null,Bleggio Superiore,null,www.parks.it/riserva.caiane,Viale Dante 46 - 38079 Tione di Trento (TN),Consorzio dei Comuni del B.I.M. Sarca-Mincio-Garda (Ente capofila),TN,reteriserve@bimsarca.tn.it
459,Kaseracker,VR - Biotopo Kaseracker,"1.54",DPGP 364/28/1 9/07/1997,Renon,null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
460,Torbiera Kramoos - Kramoos,VR - Biotopo Torbiera Kramoos - Kramoos,"13.89",DGP 1315 15/04/2002,San Lorenzo di Sebato,null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
461,Catena di Lagorai (IT3120097),Zona Speciale di Conservazione Catena di Lagorai,"2855.00",null,"Canal San Bovo, Castello-Molina di Fiemme, Cavalese, Panchià, Pieve Tesino, Predazzo, Tésero, Telve, Ziano di Fiemme",null,null,"via Guardini, 75 - 38121 Trento (TN)",Provincia Autonoma di Trento - Servizio Conservazione della Natura e Valorizzazione Ambientale,TN,reteareeprotette@provincia.tn.it
462,I Mughi (IT3120032),Zona Speciale di Conservazione I Mughi,21,null,Pieve Tesino,null,null,"via Guardini, 75 - 38121 Trento (TN)",Provincia Autonoma di Trento - Servizio Conservazione della Natura e Valorizzazione Ambientale,TN,reteareeprotette@provincia.tn.it
463,Rete di Riserve del fiume Sarca - basso corso,Rete di Riserve del fiume Sarca - basso corso,"1669.00",null,"Arco, Cavedine, Dro, Madruzzo, Nago-Torbole, Riva del Garda, Vallelaghi",null,www.parks.it/rete.riserve.basso.fiume.sarca,Viale Dante 46 - 38079 Tione di Trento (TN),Consorzio dei Comuni del B.I.M. Sarca-Mincio-Garda (Ente capofila),TN,reteriserve@bimsarca.tn.it
464,Monte Rema' - Clevet (IT3120174),Zona Speciale di Conservazione Monte Rema' - Clevet,491,null,"Borgo Chiese, Valdaone",null,null,"via Guardini, 75 - 38121 Trento (TN)",Provincia Autonoma di Trento - Servizio Conservazione della Natura e Valorizzazione Ambientale,TN,reteareeprotette@provincia.tn.it
465,Palude Muehlbach - Muehlbachmoos,VR - Biotopo Palude Muehlbach - Muehlbachmoos,"2.48",DGP 1315 15/04/2002,San Lorenzo di Sebato,null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
466,Prati Aridi Rocciosi di Agumes (IT3110042),Sito d'Interesse Comunitario e Zona di Protezione Speciale Prati Aridi Rocciosi di Agumes,"0.34",null,Prato allo Stelvio / Prad am Stilfserjoch,null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
467,Prati di Monte,Riserva Naturale Prati di Monte,6,DGP 281 18/01/1994,Altavalle,EUAP0505,www.parks.it/biotopo.prati.monte,"c/o Comune di Altavalle - piazza Chiesa, 2 - 38092 Altavalle (TN)",Rete di Riserve Alta Valle di Cembra - Avisio,TN,protocollo@comune.altavalle.tn.it
468,Biotopo Hühnerspiel (IT3110015),Zona Speciale di Conservazione e Zona di Protezione Speciale Biotopo Hühnerspiel,144,null,"Brennero, Brennero",null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
469,Palu' di Tuenno (IT3120059),Zona Speciale di Conservazione Palu' di Tuenno,"5.56",null,"Cles, Ville d'Anaunia",null,null,"via Guardini, 75 - 38121 Trento (TN)",Provincia Autonoma di Trento - Servizio Conservazione della Natura e Valorizzazione Ambientale,TN,reteareeprotette@provincia.tn.it
470,Prati Aridi Rocciosi di Sant`Ottilia (IT3110043),Sito d'Interesse Comunitario e Zona di Protezione Speciale Prati Aridi Rocciosi di Sant`Ottilia,"0.12",null,Lasa / Laas,null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
471,Servis (IT3120086),Zona Speciale di Conservazione Servis,313,null,"Nomi, Pomarolo",null,null,"via Guardini, 75 - 38121 Trento (TN)",Provincia Autonoma di Trento - Servizio Conservazione della Natura e Valorizzazione Ambientale,TN,reteareeprotette@provincia.tn.it
472,Arnago (IT3120112),Zona Speciale di Conservazione Arnago,157,null,Malè,null,null,"via Guardini, 75 - 38121 Trento (TN)",Provincia Autonoma di Trento - Servizio Conservazione della Natura e Valorizzazione Ambientale,TN,reteareeprotette@provincia.tn.it
473,Gran Buja de Vael,Riserva Locale Gran Buja de Vael,"46.6",null,Vigo di Fassa,null,www.parks.it/riserva.gran.buja.de.vael,"c/o Comune General de Fascia (Comune capofila) - Strada di Pré de gejia, 2 - 38036 Pozza di Fassa (TN)",Rete di Riserve della Val di Fassa,TN,reteriserve@comungeneraldefascia.tn.it
474,Biotopo Prà Millan - Millander Au,Biotopo Prà Millan - Millander Au,"4.02",DPGP 342 23/04/1995,Bressanone,EUAP0426,www.parks.it/biotopo.pra.millan,"Palazzo 11, Via Renon 4 - 39100 Bolzano (BZ)","Provincia Autonoma di Bolzano - Alto Adige - Dipartimento all'urbanistica, ambiente ed energia - Ufficio parchi naturali",BZ,parchi.naturali.bolzano@provincia.bz.it
475,Stelvio (IT3120157),Zona di Protezione Speciale Stelvio,"16119.00",null,"Peio, Pellizzano, Rabbi",null,null,,Parco Nazionale dello Stelvio,TN,null
476,Bigleidermoos,VR - Biotopo Bigleidermoos,"4.92",DDR 2 15/03/2001,Aldino / Aldein,null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
477,Torbiera Hingerle - Hingerlemoos,VR - Biotopo Torbiera Hingerle - Hingerlemoos,"2.51",DPGP 299 17/08/1993,Nova Ponente,null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
478,Totmoos,VR - Biotopo Totmoos,"0.35",DPGP 5 31/03/1994,Cornedo all'Isarco,null,null,"via C. Battisti, 21 - 39100 Bolzano (BZ)",Provincia Autonoma di Bolzano - Alto Adige - Ripartizione Natura e Paesaggio - Ufficio ecologia del paesaggio,BZ,ecologia.paesaggio@provincia.bz.it
